# 2D Eich Profile: Shot=204118, Time=00850 [ms]
# S[m]				q[MW/m^2]
1.600000000000000089e+00	0.000000000000000000e+00
1.606060606060606188e+00	1.136833588103217041e-06
1.612121212121212288e+00	1.777842275004462471e-06
1.618181818181818166e+00	2.882549568808978889e-06
1.624242424242424265e+00	4.907171796531137910e-06
1.630303030303030365e+00	8.778837950386048330e-06
1.636363636363636465e+00	6.870504749355733215e-05
1.642424242424242564e+00	5.731473247185041265e-04
1.648484848484848664e+00	3.248105890399367347e-03
1.654545454545454541e+00	1.454697589597461413e-02
1.660606060606060641e+00	5.266739305471052762e-02
1.666666666666666741e+00	1.571653665340052852e-01
1.672727272727272840e+00	3.927848680085689326e-01
1.678787878787878940e+00	8.269038565342493596e-01
1.684848484848485040e+00	1.483994607052509629e+00
1.690909090909090917e+00	2.303745045575823713e+00
1.696969696969697017e+00	3.139292729848792707e+00
1.703030303030303116e+00	3.813275556217599505e+00
1.709090909090909216e+00	4.197565390385428863e+00
1.715151515151515316e+00	4.269404763573186656e+00
1.721212121212121415e+00	4.098237618216086453e+00
1.727272727272727293e+00	3.789256662375712459e+00
1.733333333333333393e+00	3.421887787076270726e+00
1.739393939393939492e+00	3.054183591883168791e+00
1.745454545454545592e+00	2.714271927949872154e+00
1.751515151515151691e+00	2.412247594075694224e+00
1.757575757575757791e+00	2.145672989812088982e+00
1.763636363636363669e+00	1.915604961521572003e+00
1.769696969696969768e+00	1.700377545570727955e+00
1.775757575757575868e+00	1.515812174888489183e+00
1.781818181818181968e+00	1.353242721784761349e+00
1.787878787878788067e+00	9.797944322078661061e-01
1.793939393939393945e+00	0.000000000000000000e+00
1.800000000000000044e+00	0.000000000000000000e+00
1.806060606060606144e+00	0.000000000000000000e+00
1.812121212121212244e+00	0.000000000000000000e+00
1.818181818181818343e+00	2.161983669673626374e-01
1.824242424242424443e+00	2.163622460820534277e-01
1.830303030303030543e+00	1.999316381342478022e-01
1.836363636363636420e+00	1.847031034918742987e-01
1.842424242424242520e+00	1.709081754229898609e-01
1.848484848484848619e+00	1.578943938115009715e-01
1.854545454545454719e+00	1.460926255120629236e-01
1.860606060606060819e+00	1.436649028834106057e-01
1.866666666666666696e+00	1.321906040887514677e-01
1.872727272727272796e+00	1.214488892110218710e-01
1.878787878787878896e+00	1.113874234613319858e-01
1.884848484848484995e+00	1.020468445543468161e-01
1.890909090909091095e+00	9.328589967875931810e-02
1.896969696969696972e+00	0.000000000000000000e+00
1.903030303030303294e+00	7.965658525664789935e-02
1.909090909090909172e+00	7.243858057841834341e-02
1.915151515151515271e+00	6.595432648835007627e-02
1.921212121212121371e+00	5.995941356841957837e-02
1.927272727272727471e+00	5.443018110817108429e-02
1.933333333333333570e+00	4.942458064300857962e-02
1.939393939393939448e+00	4.651451901395121935e-02
1.945454545454545547e+00	4.204086645058360827e-02
1.951515151515151647e+00	3.805194491255779743e-02
1.957575757575757747e+00	3.422807028482568320e-02
1.963636363636363846e+00	3.085924855724552981e-02
1.969696969696969724e+00	2.775741912524358479e-02
1.975757575757575824e+00	3.861094486602124898e-02
1.981818181818181923e+00	3.351696710412198355e-02
1.987878787878788023e+00	2.899638742980655687e-02
1.993939393939394122e+00	2.499835906644475025e-02
2.000000000000000000e+00	2.148262972998416995e-02
2.006060606060606322e+00	1.841209596987064545e-02
2.012121212121212199e+00	1.570089669248040873e-02
2.018181818181818521e+00	1.335661428747060217e-02
2.024242424242424399e+00	1.131988722323566503e-02
2.030303030303030276e+00	9.577340328951775700e-03
2.036363636363636598e+00	8.060678043529900111e-03
2.042424242424242475e+00	6.755679639359048021e-03
2.048484848484848797e+00	5.647734513044302962e-03
2.054545454545454675e+00	4.560438407097403522e-03
2.060606060606060552e+00	3.887386327360403161e-03
2.066666666666666874e+00	3.321595497721756707e-03
2.072727272727272751e+00	2.838830233325594175e-03
2.078787878787879073e+00	2.416464302019303342e-03
2.084848484848484951e+00	2.053129120864876159e-03
2.090909090909090828e+00	1.733179873492707258e-03
2.096969696969697150e+00	1.458165956728948217e-03
2.103030303030303028e+00	1.222842867296851550e-03
2.109090909090909349e+00	1.021285766265490978e-03
2.115151515151515227e+00	8.504912698537708251e-04
2.121212121212121104e+00	7.068418884900765867e-04
2.127272727272727426e+00	5.837975878959210125e-04
2.133333333333333748e+00	4.821643818745572447e-04
2.139393939393939625e+00	3.960727642427297815e-04
2.145454545454545503e+00	3.245586195948511389e-04
2.151515151515151825e+00	2.659409116491747078e-04
2.157575757575757702e+00	2.175511420650392213e-04
2.163636363636364024e+00	1.771274237809096019e-04
2.169696969696969902e+00	1.433073715925133941e-04
2.175757575757575779e+00	1.153737467569275699e-04
2.181818181818182101e+00	9.396081164820295408e-05
2.187878787878787978e+00	7.527071756475289940e-05
2.193939393939394300e+00	6.020423311151274024e-05
2.200000000000000178e+00	4.770784892929479028e-05
